#tau, F(tau), dF(tau)
9.366933503311901887e+00,2.358434236192202271e-01,1.552205324064842638e-04
9.434809833046045924e+00,2.387727110037928535e-01,1.549358175138824424e-04
9.502686162780189960e+00,2.418189663300890080e-01,1.546720343959163036e-04
9.570562492514333996e+00,2.449877879726579666e-01,1.544325499320742994e-04
9.638438822248478033e+00,2.482803181851895580e-01,1.542395486028823586e-04
9.706315151982623846e+00,2.517041715447552175e-01,1.540960135155580810e-04
9.774191481716767882e+00,2.552618518571247996e-01,1.539604482561482337e-04
9.842067811450911918e+00,2.589581360229887830e-01,1.538378614847175040e-04
9.909944141185055955e+00,2.627966254589259587e-01,1.537430942916248502e-04
9.977820470919199991e+00,2.667824273558502823e-01,1.536833530640485364e-04
1.004569680065334403e+01,2.709216605863166150e-01,1.536335719201680416e-04
1.011357313038748806e+01,2.752212111196930544e-01,1.536055799314609981e-04
1.018144946012163210e+01,2.796849918657760004e-01,1.536110152086596391e-04
1.024932578985577614e+01,2.843199578281678797e-01,1.536258608827812202e-04
1.031720211958992017e+01,2.891311903519004356e-01,1.536620214045311358e-04
1.038507844932406599e+01,2.941245261306886238e-01,1.537111946504971698e-04
1.045295477905821002e+01,2.993080846873228396e-01,1.537922051311662382e-04
1.052083110879235406e+01,3.046916986454220599e-01,1.539027284846621654e-04
1.058870743852649809e+01,3.102846782285120231e-01,1.540144394542514237e-04
1.065658376826064213e+01,3.160931198198767000e-01,1.541436358766175329e-04
1.072446009799478617e+01,3.221267324080715477e-01,1.542888833929925837e-04
1.079233642772893020e+01,3.283938103951642984e-01,1.544334039670407438e-04
1.086021275746307424e+01,3.349033798118770666e-01,1.546110839964293061e-04
1.092808908719721828e+01,3.416657792345297873e-01,1.547979402406451368e-04
1.099596541693136231e+01,3.486897369627178778e-01,1.550110876313634935e-04
1.106384174666550813e+01,3.559877225712764770e-01,1.552451722009949543e-04
1.113171807639965216e+01,3.635731969532656205e-01,1.554843891191309640e-04
1.119959440613379620e+01,3.714559527886615586e-01,1.557361520348365307e-04
1.126747073586794023e+01,3.796510547578158534e-01,1.560049990040572186e-04
1.133534706560208427e+01,3.881718028603701187e-01,1.563031597055307528e-04
1.140322339533622831e+01,3.970265907421068885e-01,1.566208591149330582e-04
1.147109972507037234e+01,4.062325476210479347e-01,1.569561598860238062e-04
1.153897605480451638e+01,4.158066511084231864e-01,1.572904956400718790e-04
1.160685238453866042e+01,4.257683277966300972e-01,1.576300633498840342e-04
1.167472871427280445e+01,4.361312758909164922e-01,1.579820396295358788e-04
1.174260504400695027e+01,4.469157834011711072e-01,1.583611295384686397e-04
1.181048137374109430e+01,4.581390069577214730e-01,1.587635748697427353e-04
1.187835770347523834e+01,4.698234566449324134e-01,1.592177835515927399e-04
1.194623403320938237e+01,4.819905819709511818e-01,1.596872570008170758e-04
1.201411036294352641e+01,4.946604842063793694e-01,1.601775287296494535e-04
1.208198669267767045e+01,5.078573713197910289e-01,1.606570556598278516e-04
1.214986302241181448e+01,5.216070514866583130e-01,1.611388231265654849e-04
1.221773935214595852e+01,5.359360093508538370e-01,1.616480832292514747e-04
1.228561568188010256e+01,5.508726451724199613e-01,1.621724996260166980e-04
1.235349201161424659e+01,5.664461266438622911e-01,1.627117296321752970e-04
1.242136834134839241e+01,5.826864823157439366e-01,1.632476378741636632e-04
1.248924467108253644e+01,5.996265806527507625e-01,1.637797948909158036e-04
1.255712100081668048e+01,6.173013563355427280e-01,1.643442976638922299e-04
1.262499733055082451e+01,6.357497180448468121e-01,1.649080454512833220e-04
1.269287366028496855e+01,6.550086439642596181e-01,1.654628309950020946e-04
1.276074999001911259e+01,6.751210581727310478e-01,1.660131896692746008e-04
1.282862631975325662e+01,6.961295478576625673e-01,1.665444869184054674e-04
1.289650264948740066e+01,7.180784797681191156e-01,1.670763895316633245e-04
1.296437897922154470e+01,7.410166978087545653e-01,1.675934640477231869e-04
1.303225530895569051e+01,7.649961938230591674e-01,1.680893476573401817e-04
1.310013163868983455e+01,7.900716022001202932e-01,1.685544467837352654e-04
1.316800796842397858e+01,8.162985819895153261e-01,1.690114016097174585e-04
1.323588429815812262e+01,8.437369543228510071e-01,1.694281270397693341e-04
1.330376062789226665e+01,8.724553419172265123e-01,1.697966774297109854e-04
1.337163695762641069e+01,9.025194180383661058e-01,1.700958311002236524e-04
1.343951328736055473e+01,9.340037681936734781e-01,1.703244072047064412e-04
1.350738961709469876e+01,9.669834792559008907e-01,1.704857451695262680e-04
1.357526594682884280e+01,1.001539998086695027e+00,1.705505989492660777e-04
