#tau, F(tau), dF(tau)
0.000000000000000000e+00,1.003572787750321549e+00,3.304417349470291712e-03
1.086021275746307246e-02,9.410971263413674404e-01,3.303708087503729341e-03
2.172042551492614493e-02,8.831374430469174364e-01,3.295143425381370263e-03
3.258063827238921739e-02,8.294386404162870097e-01,3.278352895362927032e-03
4.344085102985228986e-02,7.794233290388595803e-01,3.250517584964221669e-03
5.430106378731536232e-02,7.329382871616746398e-01,3.222406757741416196e-03
6.516127654477843478e-02,6.897166714440724489e-01,3.191740976660582471e-03
7.602148930224150725e-02,6.495354738850342979e-01,3.159633466415234359e-03
8.688170205970457971e-02,6.120554582229612572e-01,3.133427347558353018e-03
9.774191481716765217e-02,5.771759847393888032e-01,3.110330176252635009e-03
1.086021275746307246e-01,5.447250041278370869e-01,3.090905446715928699e-03
1.194623403320937971e-01,5.143778846446818154e-01,3.074907944829915682e-03
1.303225530895568696e-01,4.860925010196551765e-01,3.052108479854960445e-03
1.411827658470199420e-01,4.597034684678221739e-01,3.028841722464802391e-03
1.520429786044830145e-01,4.350181276649513484e-01,3.004683061919683536e-03
1.629031913619460870e-01,4.118817953900651418e-01,2.982781896531045470e-03
1.737634041194091594e-01,3.902524981377199498e-01,2.959502844708276990e-03
1.846236168768722319e-01,3.699964880324171923e-01,2.938419811693790580e-03
1.954838296343353043e-01,3.511343311012365409e-01,2.915067474447083102e-03
2.063440423917983768e-01,3.335634590649131925e-01,2.888380200607708684e-03
2.172042551492614493e-01,3.169383396017571020e-01,2.861490662467043849e-03
2.280644679067245217e-01,3.014409802361292523e-01,2.838497953407975120e-03
2.389246806641875942e-01,2.870579676993815776e-01,2.818062354013144404e-03
2.497848934216506667e-01,2.734654164070418614e-01,2.799872945098543821e-03
2.606451061791137391e-01,2.607414237421436520e-01,2.785769521968936395e-03
2.715053189365768116e-01,2.487241408304323165e-01,2.775643423741298507e-03
2.823655316940398841e-01,2.375150139900471247e-01,2.763293765707578072e-03
2.932257444515029565e-01,2.269508514721745029e-01,2.751852619755136911e-03
3.040859572089660290e-01,2.169080522693825619e-01,2.741893441533883261e-03
3.149461699664291014e-01,2.074238367264644722e-01,2.727784021738975662e-03
3.258063827238921739e-01,1.984864510459619091e-01,2.718616057285204446e-03
3.366665954813552464e-01,1.900501305908290917e-01,2.714859204431775783e-03
3.475268082388183188e-01,1.822107211534828575e-01,2.713875083888818776e-03
