#tau, F(tau), dF(tau)
0.000000000000000000e+00,9.999888083337347133e-01,9.994131872680226975e-04
1.086021275746307246e-02,9.375402354893939139e-01,9.983705815937375227e-04
2.172042551492614493e-02,8.796052988095092173e-01,9.949494163327460197e-04
3.258063827238921739e-02,8.258575769584349802e-01,9.898583679974733499e-04
4.344085102985228986e-02,7.759478770690498850e-01,9.834507401938435804e-04
5.430106378731536232e-02,7.296026617860269514e-01,9.760499721606140464e-04
6.516127654477843478e-02,6.865315416763764222e-01,9.679550123256021798e-04
7.602148930224150725e-02,6.464697206273354313e-01,9.596620850553126345e-04
8.688170205970457971e-02,6.091898692446974239e-01,9.513083438910076772e-04
9.774191481716765217e-02,5.744700132550757399e-01,9.430456702153090266e-04
1.086021275746307246e-01,5.421365332567535944e-01,9.350157741390576318e-04
1.194623403320937971e-01,5.119693815822364824e-01,9.266714874128972662e-04
1.303225530895568696e-01,4.838359737979368025e-01,9.186575970658142397e-04
1.411827658470199420e-01,4.575588959065948758e-01,9.108791317845620680e-04
1.520429786044830145e-01,4.330158542681641909e-01,9.032092434729917458e-04
1.629031913619460870e-01,4.100511812946112111e-01,8.956877267863566205e-04
1.737634041194091594e-01,3.885910748919265134e-01,8.886448548603212687e-04
1.846236168768722319e-01,3.685067956358335506e-01,8.821679035773891250e-04
1.954838296343353043e-01,3.496779943206576591e-01,8.757626299190907201e-04
2.063440423917983768e-01,3.320630792903103146e-01,8.695517119804650188e-04
2.172042551492614493e-01,3.155628522635187116e-01,8.638272217458038563e-04
2.280644679067245217e-01,3.000970077997798247e-01,8.585987442579047849e-04
2.389246806641875942e-01,2.855922614768201528e-01,8.540575327911383279e-04
2.497848934216506667e-01,2.719534497070242862e-01,8.495553658613996546e-04
2.606451061791137391e-01,2.591555780934206576e-01,8.451028773452923639e-04
2.715053189365768116e-01,2.471390813062879499e-01,8.411911662519948405e-04
2.823655316940398841e-01,2.358687013079386607e-01,8.372093883112427526e-04
2.932257444515029565e-01,2.252878570734245245e-01,8.330649155440262308e-04
3.040859572089660290e-01,2.153172183117293970e-01,8.297114608612688640e-04
3.149461699664291014e-01,2.059198287939759953e-01,8.268051593886317514e-04
3.258063827238921739e-01,1.970602880005059843e-01,8.240744082492936894e-04
3.366665954813552464e-01,1.887006472059713780e-01,8.220965134954745729e-04
3.475268082388183188e-01,1.808406680942819256e-01,8.198023214118341142e-04
3.583870209962813913e-01,1.734171357496248622e-01,8.179480037368754832e-04
3.692472337537444638e-01,1.664051444821384451e-01,8.165418257372693061e-04
3.801074465112075362e-01,1.597957970159486485e-01,8.150726531562864537e-04
3.909676592686706087e-01,1.535594110194873074e-01,8.135482489770338521e-04
4.018278720261336812e-01,1.476908826776446304e-01,8.125849927555611188e-04
4.126880847835967536e-01,1.421203538323301818e-01,8.120382328699304311e-04
4.235482975410598261e-01,1.368426008580060083e-01,8.111330412023804977e-04
4.344085102985228986e-01,1.318364566831251861e-01,8.105347290638466361e-04
4.452687230559859710e-01,1.271016789690417592e-01,8.097445036085492223e-04
4.561289358134490435e-01,1.226470232514544345e-01,8.091317978206431435e-04
4.669891485709121159e-01,1.184174988411439977e-01,8.088943451218924335e-04
4.778493613283751884e-01,1.144163006606178923e-01,8.084576082219573382e-04
4.887095740858382609e-01,1.106150853289027541e-01,8.078429155728223321e-04
4.995697868433013333e-01,1.070283275036155446e-01,8.070795174040107378e-04
5.104299996007644058e-01,1.036644129894787325e-01,8.063590268383711342e-04
5.212902123582274783e-01,1.004298809728928626e-01,8.056647608500234906e-04
5.321504251156905507e-01,9.735169656638917313e-02,8.048048747186959144e-04
5.430106378731536232e-01,9.439390690160839870e-02,8.040590761077398823e-04
5.538708506306166957e-01,9.161684923676270687e-02,8.029279073437925940e-04
5.647310633880797681e-01,8.893901742475350536e-02,8.013168708195241800e-04
