#tau, F(tau), dF(tau)
3.040859572089659579e+01,2.101742900144395465e-01,3.143796376151798862e-03
3.068010103983317194e+01,2.108522284228019350e-01,3.164040669947774682e-03
3.095160635876975164e+01,2.115504578259478075e-01,3.199380394007265548e-03
3.122311167770632778e+01,2.123198219440300960e-01,3.223477015287298970e-03
3.149461699664290393e+01,2.132020983080432086e-01,3.249138145470632875e-03
3.176612231557948007e+01,2.141905786021995606e-01,3.256424128589345286e-03
3.203762763451605622e+01,2.152016745550261734e-01,3.266220679863692921e-03
3.230913295345263236e+01,2.162911448903223621e-01,3.274620248743448803e-03
3.258063827238920851e+01,2.174653990385190250e-01,3.286522902879342092e-03
3.285214359132578466e+01,2.187172637510511053e-01,3.312888760320181324e-03
3.312364891026236080e+01,2.200872878080013806e-01,3.331699897824737331e-03
3.339515422919894405e+01,2.215388079389264409e-01,3.354118583365350501e-03
3.366665954813552020e+01,2.230632560969292022e-01,3.378327959630482262e-03
3.393816486707209634e+01,2.246709272220797915e-01,3.402049744495852426e-03
3.420967018600867249e+01,2.263718505785756174e-01,3.426467195320984527e-03
3.448117550494524863e+01,2.281625059611024353e-01,3.438955466792219078e-03
3.475268082388182478e+01,2.300465464129108073e-01,3.442634251905544139e-03
3.502418614281840092e+01,2.320340676171663841e-01,3.453150964730961666e-03
3.529569146175497707e+01,2.341407444503631197e-01,3.452915669949772285e-03
3.556719678069155322e+01,2.363562819724308040e-01,3.450993242838889478e-03
3.583870209962812936e+01,2.386601567221973419e-01,3.458346357163010268e-03
3.611020741856470551e+01,2.410306829065472223e-01,3.461509123516073871e-03
3.638171273750128876e+01,2.434841331726880220e-01,3.458064679226323466e-03
3.665321805643786490e+01,2.460185813705421942e-01,3.449219369665896748e-03
3.692472337537444105e+01,2.486287471921381220e-01,3.428384624771551800e-03
3.719622869431101719e+01,2.513405008255877870e-01,3.412428230722404626e-03
3.746773401324759334e+01,2.541703473844875161e-01,3.399024506304819740e-03
3.773923933218416948e+01,2.570748820731220130e-01,3.385099059868204932e-03
3.801074465112074563e+01,2.600596176658514502e-01,3.370309628786672188e-03
3.828224997005732178e+01,2.631819733606802769e-01,3.374536268972650171e-03
3.855375528899389792e+01,2.664738634718257226e-01,3.378809242283371730e-03
3.882526060793047407e+01,2.698691347069661628e-01,3.385476565827703378e-03
3.909676592686705021e+01,2.734515413849948895e-01,3.397464180294392042e-03
3.936827124580362636e+01,2.771668524183810711e-01,3.418913732175407529e-03
3.963977656474020961e+01,2.810287169050886824e-01,3.443801679611109383e-03
3.991128188367678575e+01,2.849851620025053434e-01,3.463876026522545292e-03
4.018278720261336190e+01,2.891008465761685797e-01,3.478839489880385452e-03
4.045429252154993804e+01,2.933606271013301514e-01,3.499030917701262400e-03
4.072579784048651419e+01,2.977744000042508721e-01,3.512180252893829305e-03
4.099730315942309034e+01,3.023559804303152521e-01,3.526598304132627648e-03
4.126880847835966648e+01,3.071122427427314117e-01,3.544209949882366761e-03
4.154031379729624263e+01,3.120464082614569645e-01,3.560093636296697475e-03
4.181181911623281877e+01,3.172058337108145110e-01,3.580371681709040074e-03
4.208332443516939492e+01,3.225571435592862746e-01,3.596945384413830459e-03
4.235482975410597106e+01,3.281129906203133495e-01,3.610422175582373144e-03
4.262633507304254721e+01,3.338894150747147571e-01,3.605564502165446283e-03
4.289784039197913046e+01,3.398310235030161386e-01,3.604319513684106895e-03
4.316934571091570660e+01,3.460139984617366937e-01,3.610451228853922123e-03
4.344085102985228275e+01,3.524565387481619072e-01,3.630515069260878674e-03
4.371235634878885890e+01,3.591648877453018640e-01,3.644398929901804945e-03
4.398386166772543504e+01,3.661302449398709524e-01,3.661279811744930310e-03
4.425536698666201119e+01,3.734024577674990852e-01,3.683093544394007001e-03
4.452687230559858733e+01,3.809934816424614401e-01,3.705779963834685865e-03
4.479837762453516348e+01,3.888867118227092301e-01,3.708636573139437349e-03
4.506988294347173962e+01,3.970715212733313404e-01,3.718468284208478747e-03
4.534138826240831577e+01,4.055439248562361376e-01,3.739963960563033856e-03
4.561289358134489191e+01,4.143451023317042958e-01,3.744757003764947589e-03
4.588439890028147516e+01,4.235295172536553410e-01,3.748178624331354424e-03
4.615590421921805131e+01,4.330559898618087655e-01,3.757289572089146917e-03
4.642740953815462746e+01,4.429919354088818206e-01,3.775843765194036687e-03
4.669891485709120360e+01,4.533031481262545515e-01,3.775785999839496171e-03
4.697042017602777975e+01,4.640616925944179294e-01,3.779946873444610216e-03
4.724192549496435589e+01,4.752519603558463257e-01,3.794036600269624134e-03
4.751343081390093204e+01,4.868978622390897071e-01,3.811906078142172742e-03
4.778493613283750818e+01,4.990143425119920040e-01,3.826166395875053861e-03
4.805644145177408433e+01,5.116213268650114943e-01,3.851689315861345046e-03
4.832794677071066047e+01,5.247423940318571844e-01,3.884195958103586928e-03
4.859945208964723662e+01,5.384648849557052142e-01,3.909681165070437274e-03
4.887095740858381276e+01,5.527688739460969725e-01,3.936814616945138491e-03
4.914246272752039602e+01,5.676633275637389398e-01,3.950360714776075984e-03
4.941396804645697216e+01,5.831814552927283568e-01,3.966879708622539531e-03
4.968547336539354831e+01,5.993903402909416256e-01,3.982315855680778130e-03
4.995697868433012445e+01,6.163211994734304477e-01,3.992028500408363080e-03
5.022848400326670060e+01,6.339384986922106391e-01,4.002703835776261383e-03
5.049998932220327674e+01,6.523305751749808312e-01,4.012265901203643063e-03
5.077149464113985289e+01,6.715611911312081572e-01,4.024924342789253616e-03
5.104299996007642903e+01,6.916173948620942813e-01,4.027071411244327777e-03
5.131450527901300518e+01,7.125420266021252891e-01,4.022291496227656943e-03
5.158601059794958132e+01,7.343965238968807041e-01,4.012206732141514014e-03
5.185751591688615747e+01,7.572270479292559919e-01,4.004733794152635917e-03
5.212902123582273362e+01,7.810744463646905889e-01,4.003316524320620594e-03
5.240052655475931687e+01,8.060028135074926992e-01,4.016842400670307331e-03
5.267203187369589301e+01,8.320911879298138469e-01,4.038077138948974014e-03
5.294353719263246916e+01,8.593880554784358861e-01,4.068337459194726509e-03
5.321504251156904530e+01,8.880209405722926386e-01,4.097258087040106349e-03
5.348654783050562145e+01,9.179822050300413538e-01,4.124191571434186569e-03
5.375805314944219759e+01,9.493532120877210545e-01,4.144726862322465656e-03
5.402955846837877374e+01,9.822269483008035929e-01,4.166261114446013526e-03
5.430106378731534988e+01,1.016745218166385190e+00,4.184534740608324838e-03
