#tau, F(tau), dF(tau)
0.000000000000000000e+00,9.873890824769060437e-01,1.055015686877652445e-02
1.086021275746307246e-02,9.247686103353890408e-01,1.053525442745473217e-02
2.172042551492614493e-02,8.667356453407200068e-01,1.053526300059780089e-02
3.258063827238921739e-02,8.127926559870308765e-01,1.050051139664910475e-02
4.344085102985228986e-02,7.625502573247668892e-01,1.041499675423674699e-02
5.430106378731536232e-02,7.158937557016286091e-01,1.035825053768360017e-02
6.516127654477843478e-02,6.724502693102534234e-01,1.030430858790692093e-02
7.602148930224150725e-02,6.322876107725631245e-01,1.024001452073519669e-02
8.688170205970457971e-02,5.946132628808460385e-01,1.018769774101534360e-02
9.774191481716765217e-02,5.594634019245976475e-01,1.015947939298525449e-02
1.086021275746307246e-01,5.272936484375763122e-01,1.012900659948645470e-02
1.194623403320937971e-01,4.970591591770118778e-01,1.012021459632054220e-02
1.303225530895568696e-01,4.689371039763586269e-01,1.004494025842235169e-02
1.411827658470199420e-01,4.426860526975277543e-01,9.947370296649259494e-03
1.520429786044830145e-01,4.179129565659599477e-01,9.846638064604633714e-03
1.629031913619460870e-01,3.950388527933096916e-01,9.735985400257963010e-03
1.737634041194091594e-01,3.734512932059749768e-01,9.633137838346109497e-03
1.846236168768722319e-01,3.533943841272649822e-01,9.523499887693515423e-03
1.954838296343353043e-01,3.344117085397261269e-01,9.400712841920424306e-03
2.063440423917983768e-01,3.166249532225125507e-01,9.293211346779182633e-03
2.172042551492614493e-01,2.999711322449032380e-01,9.190386861661415871e-03
2.280644679067245217e-01,2.845867947718299651e-01,9.109447252728190489e-03
2.389246806641875942e-01,2.703570719245804166e-01,9.050783228104838582e-03
2.497848934216506667e-01,2.567997246842595449e-01,9.028525610895172041e-03
2.606451061791137391e-01,2.441686561236438013e-01,8.999480513238974563e-03
2.715053189365768116e-01,2.323791522367715245e-01,8.981435671501262000e-03
2.823655316940398841e-01,2.209752484089282376e-01,8.973601512646896608e-03
2.932257444515029565e-01,2.104574916332573598e-01,8.927277035561462584e-03
3.040859572089660290e-01,2.006620914094390806e-01,8.867525361203167436e-03
3.149461699664291014e-01,1.912374161151335350e-01,8.872149747754520810e-03
3.258063827238921739e-01,1.822345426568312832e-01,8.851443310505639067e-03
3.366665954813552464e-01,1.740616370696510540e-01,8.812068686186632846e-03
3.475268082388183188e-01,1.664804105472028062e-01,8.775984021054986442e-03
3.583870209962813913e-01,1.591873836855033919e-01,8.737843534129416390e-03
3.692472337537444638e-01,1.523617286780199198e-01,8.731176767281431314e-03
3.801074465112075362e-01,1.456786936342028271e-01,8.701129508322630671e-03
3.909676592686706087e-01,1.395592281524999645e-01,8.672379172254668020e-03
4.018278720261336812e-01,1.338783258690067202e-01,8.630612037872078049e-03
4.126880847835967536e-01,1.285462264163566848e-01,8.612512386262814387e-03
4.235482975410598261e-01,1.234467930730896446e-01,8.595067793400020667e-03
4.344085102985228986e-01,1.191249231154287436e-01,8.597046233764216866e-03
4.452687230559859710e-01,1.151062432788723111e-01,8.595725672847122009e-03
4.561289358134490435e-01,1.112029906560993292e-01,8.614559120651746338e-03
4.669891485709121159e-01,1.074383698438273887e-01,8.647281771961428526e-03
4.778493613283751884e-01,1.034767722415364244e-01,8.696587584048518296e-03
4.887095740858382609e-01,9.934286192266959803e-02,8.772100016305902498e-03
4.995697868433013333e-01,9.529104278895203506e-02,8.843782004153618106e-03
5.104299996007644058e-01,9.137808724249123216e-02,8.942026240430837186e-03
5.212902123582274783e-01,8.760048772838452402e-02,9.087008885109945991e-03
5.321504251156905507e-01,8.414511902684219946e-02,9.175425198504913102e-03
5.430106378731536232e-01,8.083420723524514795e-02,9.219923390775585162e-03
5.538708506306166957e-01,7.776595355251161856e-02,9.219350763206032515e-03
5.647310633880797681e-01,7.516237785683568817e-02,9.188098861720487079e-03
5.755912761455428406e-01,7.249540126243302074e-02,9.118125408056912407e-03
5.864514889030059130e-01,7.017007107693071233e-02,9.045828149398712700e-03
5.973117016604689855e-01,6.752157323881047279e-02,8.956659114199303287e-03
6.081719144179320580e-01,6.545218743415069651e-02,8.852196502285594737e-03
6.190321271753951304e-01,6.373995831586642957e-02,8.747950231519809397e-03
6.298923399328582029e-01,6.205649987724592975e-02,8.626241835077210277e-03
6.407525526903212754e-01,6.030697740108133947e-02,8.525548494191993731e-03
6.516127654477843478e-01,5.888505408538471236e-02,8.412774085082041706e-03
6.624729782052474203e-01,5.754024361314059172e-02,8.338885031267376582e-03
6.733331909627104928e-01,5.594157116667848595e-02,8.323722173107901690e-03
6.841934037201735652e-01,5.444864817919684019e-02,8.324321765292746686e-03
6.950536164776366377e-01,5.300880651314664876e-02,8.316176790874355365e-03
7.059138292350997101e-01,5.179031637989111453e-02,8.309825452311238661e-03
7.167740419925627826e-01,5.034502616002912295e-02,8.352866426044280174e-03
7.276342547500258551e-01,4.905870941859812734e-02,8.392781510682933641e-03
7.384944675074889275e-01,4.762685418537208198e-02,8.442451479181460258e-03
7.493546802649520000e-01,4.621535972931276742e-02,8.491815455217132866e-03
7.602148930224150725e-01,4.485531443551511732e-02,8.554540572084762609e-03
7.710751057798781449e-01,4.341787050398492748e-02,8.579430320745717181e-03
7.819353185373412174e-01,4.237866928091731100e-02,8.600151702543808174e-03
7.927955312948042899e-01,4.173293637700974112e-02,8.597676536051547178e-03
8.036557440522673623e-01,4.112535844155793679e-02,8.597781074411676994e-03
8.145159568097304348e-01,4.083782965902661016e-02,8.622834373965911417e-03
8.253761695671935072e-01,4.045391673406512068e-02,8.642906446077082069e-03
8.362363823246565797e-01,3.985010575073334033e-02,8.700716414926354392e-03
8.470965950821196522e-01,3.936283359206309979e-02,8.751118869433699085e-03
8.579568078395827246e-01,3.945275022953066701e-02,8.791287340097167502e-03
8.688170205970457971e-01,3.924474070664415309e-02,8.875067233784799184e-03
8.796772333545088696e-01,3.902220921511247165e-02,8.959707987847495558e-03
8.905374461119719420e-01,3.883225534043912436e-02,9.077757601602582521e-03
9.013976588694350145e-01,3.857950828409948546e-02,9.187785159354019959e-03
9.122578716268980870e-01,3.815257183629826299e-02,9.312631862943577740e-03
9.231180843843611594e-01,3.760532206582892917e-02,9.460602985455181246e-03
9.339782971418242319e-01,3.739039285188378026e-02,9.633601523204332606e-03
9.448385098992873043e-01,3.729147786020640953e-02,9.770644636341222974e-03
9.556987226567503768e-01,3.684199407403385140e-02,9.848603923106862695e-03
9.665589354142134493e-01,3.643245442313201160e-02,9.925384155493944746e-03
9.774191481716765217e-01,3.632980886111687735e-02,9.971503606738306782e-03
9.882793609291395942e-01,3.646998744295662509e-02,1.005259260710305094e-02
9.991395736866026667e-01,3.634230559473724392e-02,1.009516396687112558e-02
1.009999786444065739e+00,3.625191817168633285e-02,1.017030235449431150e-02
1.020859999201528812e+00,3.658677876250772398e-02,1.025014814976139312e-02
1.031720211958991884e+00,3.701498442300906605e-02,1.033434407705276226e-02
1.042580424716454957e+00,3.682837866313206504e-02,1.039126134170543364e-02
1.053440637473918029e+00,3.688496373227418551e-02,1.038804006753039216e-02
1.064300850231381101e+00,3.691009518235047193e-02,1.039245199092519653e-02
1.075161062988844174e+00,3.694908720101037353e-02,1.039812011366109470e-02
1.086021275746307246e+00,3.697608028836022603e-02,1.039957499291173544e-02
1.096881488503770319e+00,3.694908720101037353e-02,1.039812011366109470e-02
1.107741701261233391e+00,3.691009518235047193e-02,1.039245199092519653e-02
1.118601914018696464e+00,3.688496373227418551e-02,1.038804006753039216e-02
1.129462126776159536e+00,3.682837866313206504e-02,1.039126134170543364e-02
1.140322339533622609e+00,3.701498442300906605e-02,1.033434407705276226e-02
1.151182552291085681e+00,3.658677876250772398e-02,1.025014814976139312e-02
1.162042765048548754e+00,3.625191817168633285e-02,1.017030235449431150e-02
1.172902977806011826e+00,3.634230559473724392e-02,1.009516396687112558e-02
1.183763190563474899e+00,3.646998744295662509e-02,1.005259260710305094e-02
1.194623403320937971e+00,3.632980886111687735e-02,9.971503606738306782e-03
1.205483616078401043e+00,3.643245442313201160e-02,9.925384155493944746e-03
1.216343828835864116e+00,3.684199407403385140e-02,9.848603923106862695e-03
1.227204041593327188e+00,3.729147786020640953e-02,9.770644636341222974e-03
1.238064254350790261e+00,3.739039285188378026e-02,9.633601523204332606e-03
1.248924467108253333e+00,3.760532206582892917e-02,9.460602985455181246e-03
1.259784679865716406e+00,3.815257183629826299e-02,9.312631862943577740e-03
1.270644892623179478e+00,3.857950828409948546e-02,9.187785159354019959e-03
1.281505105380642551e+00,3.883225534043912436e-02,9.077757601602582521e-03
1.292365318138105623e+00,3.902220921511247165e-02,8.959707987847495558e-03
1.303225530895568696e+00,3.924474070664415309e-02,8.875067233784799184e-03
1.314085743653031768e+00,3.945275022953066701e-02,8.791287340097167502e-03
1.324945956410494841e+00,3.936283359206309979e-02,8.751118869433699085e-03
1.335806169167957913e+00,3.985010575073334033e-02,8.700716414926354392e-03
1.346666381925420986e+00,4.045391673406512068e-02,8.642906446077082069e-03
1.357526594682884058e+00,4.083782965902661016e-02,8.622834373965911417e-03
1.368386807440347130e+00,4.112535844155793679e-02,8.597781074411676994e-03
1.379247020197810203e+00,4.173293637700974112e-02,8.597676536051547178e-03
1.390107232955273275e+00,4.237866928091731100e-02,8.600151702543808174e-03
1.400967445712736348e+00,4.341787050398492748e-02,8.579430320745717181e-03
1.411827658470199420e+00,4.485531443551511732e-02,8.554540572084762609e-03
1.422687871227662493e+00,4.621535972931276742e-02,8.491815455217132866e-03
1.433548083985125565e+00,4.762685418537208198e-02,8.442451479181460258e-03
1.444408296742588638e+00,4.905870941859812734e-02,8.392781510682933641e-03
1.455268509500051710e+00,5.034502616002912295e-02,8.352866426044280174e-03
1.466128722257514783e+00,5.179031637989111453e-02,8.309825452311238661e-03
1.476988935014977855e+00,5.300880651314664876e-02,8.316176790874355365e-03
1.487849147772440928e+00,5.444864817919684019e-02,8.324321765292746686e-03
1.498709360529904000e+00,5.594157116667848595e-02,8.323722173107901690e-03
1.509569573287367072e+00,5.754024361314059172e-02,8.338885031267376582e-03
1.520429786044830145e+00,5.888505408538471236e-02,8.412774085082041706e-03
1.531289998802293217e+00,6.030697740108133947e-02,8.525548494191993731e-03
