#tau, F(tau), dF(tau)
0.000000000000000000e+00,1.038587844193645582e+00,2.215622426817496051e-04
1.086021275746307024e+00,1.004065455598578183e+00,2.215616661483309430e-04
2.172042551492614049e+00,9.711782945098490494e-01,2.215823832911213427e-04
3.258063827238920851e+00,9.398345784499779754e-01,2.214708324193430150e-04
4.344085102985228097e+00,9.099486825326240647e-01,2.213069635362486978e-04
5.430106378731535344e+00,8.814434232640047107e-01,2.211715851204055648e-04
6.516127654477841702e+00,8.542423398722994721e-01,2.209915043684657196e-04
7.602148930224148948e+00,8.282735777336832639e-01,2.207274064036115449e-04
8.688170205970456195e+00,8.034708423653097453e-01,2.204356593977364182e-04
9.774191481716762553e+00,7.797706498697600797e-01,2.201271184706517746e-04
1.086021275746307069e+01,7.571179320453834682e-01,2.197137472160084028e-04
1.194623403320937705e+01,7.354578423252653430e-01,2.192586803803797018e-04
1.303225530895568340e+01,7.147377408535587895e-01,2.188787436237525684e-04
1.411827658470199154e+01,6.949135512266820802e-01,2.184112591415200439e-04
1.520429786044829790e+01,6.759372461609742810e-01,2.180097871831048254e-04
1.629031913619460425e+01,6.577654270054483776e-01,2.176002355700648691e-04
1.737634041194091239e+01,6.403578172680124414e-01,2.171819557638763741e-04
1.846236168768722052e+01,6.236768643153525193e-01,2.168224770438600675e-04
1.954838296343352511e+01,6.076870808929296652e-01,2.164307671477007648e-04
2.063440423917983324e+01,5.923556329388415254e-01,2.160001951581053798e-04
2.172042551492614137e+01,5.776501103880713472e-01,2.156055144102695688e-04
2.280644679067244596e+01,5.635383890522903672e-01,2.151602357856398395e-04
2.389246806641875409e+01,5.499954531152100312e-01,2.147281328968155358e-04
2.497848934216506223e+01,5.369936110832219667e-01,2.144144951802387836e-04
2.606451061791136681e+01,5.245070023583634500e-01,2.141149611040118908e-04
2.715053189365767494e+01,5.125129784402951971e-01,2.138371073266369772e-04
2.823655316940398308e+01,5.009870470846394808e-01,2.135246699294799028e-04
2.932257444515029121e+01,4.899102633396157924e-01,2.132833960139477467e-04
3.040859572089659579e+01,4.792622625062947228e-01,2.130958309971926127e-04
3.149461699664290393e+01,4.690225481897436488e-01,2.128954370551085218e-04
3.258063827238920851e+01,4.591739356676785011e-01,2.126607505297107680e-04
