#tau, F(tau), dF(tau)
0.000000000000000000e+00,1.037178792859045684e+00,1.570325618537010475e-03
1.086021275746307024e+00,1.002660425933593169e+00,1.569931830177303742e-03
2.172042551492614049e+00,9.697730812222193908e-01,1.573047423559384775e-03
3.258063827238920851e+00,9.384321080731472531e-01,1.576578160265276014e-03
4.344085102985228097e+00,9.085509135634298739e-01,1.582630652744250813e-03
5.430106378731535344e+00,8.800500264310733289e-01,1.592434572993216453e-03
6.516127654477841702e+00,8.528549929479370961e-01,1.606101849578220895e-03
7.602148930224148948e+00,8.268926542333255858e-01,1.617732477530340121e-03
8.688170205970456195e+00,8.020796544829075225e-01,1.628244600332397337e-03
9.774191481716762553e+00,7.783625812395380539e-01,1.641177288842527978e-03
1.086021275746307069e+01,7.556970859781939609e-01,1.653533477183181206e-03
1.194623403320937705e+01,7.340203685977481074e-01,1.665123526209629379e-03
1.303225530895568340e+01,7.132777217936097092e-01,1.676520383546682832e-03
1.411827658470199154e+01,6.934408207778989253e-01,1.685188463781475254e-03
1.520429786044829790e+01,6.744599757798785955e-01,1.700592490689036181e-03
1.629031913619460425e+01,6.562869537321872615e-01,1.715205140588367148e-03
1.737634041194091239e+01,6.388793483809712681e-01,1.732308613396174894e-03
1.846236168768722052e+01,6.221903833622461910e-01,1.749102364050021674e-03
1.954838296343352511e+01,6.061923813118551552e-01,1.766353366636912907e-03
2.063440423917983324e+01,5.908560463063343704e-01,1.783450682900905755e-03
2.172042551492614137e+01,5.761425329223055503e-01,1.795426001555442330e-03
2.280644679067244596e+01,5.620277246260884096e-01,1.807823241877667920e-03
2.389246806641875409e+01,5.484779553840888333e-01,1.821134515199325770e-03
2.497848934216506223e+01,5.354590735949206204e-01,1.835380152139493666e-03
2.606451061791136681e+01,5.229720503941677201e-01,1.847080900054984178e-03
2.715053189365767494e+01,5.109845145956822821e-01,1.861168974902961811e-03
2.823655316940398308e+01,4.994548692252636091e-01,1.874038866039609346e-03
2.932257444515029121e+01,4.883704895203140328e-01,1.880803908212015261e-03
3.040859572089659579e+01,4.777192362860278596e-01,1.883539938425308861e-03
3.149461699664290393e+01,4.674714898870795943e-01,1.886559620368104869e-03
3.258063827238920851e+01,4.576123595778408548e-01,1.887673619048671784e-03
3.366665954813552020e+01,4.481282494601294686e-01,1.885223955686347441e-03
3.475268082388182478e+01,4.390149512797462683e-01,1.882525985049893344e-03
3.583870209962812936e+01,4.302562794436170512e-01,1.875522042742828284e-03
3.692472337537444105e+01,4.218242328757234594e-01,1.867622068534434627e-03
3.801074465112074563e+01,4.137053775338141448e-01,1.858621520432298139e-03
3.909676592686705021e+01,4.058917824772827476e-01,1.852307281024948623e-03
4.018278720261336190e+01,3.983499435284657553e-01,1.846120639826017177e-03
4.126880847835966648e+01,3.910994452549829137e-01,1.842472719728875620e-03
4.235482975410597106e+01,3.841085638944090608e-01,1.838224814514070838e-03
4.344085102985228275e+01,3.773611138536698828e-01,1.832776887960486760e-03
4.452687230559858733e+01,3.708536961582198921e-01,1.827199477110863241e-03
4.561289358134489191e+01,3.645709344946388430e-01,1.823199076252036976e-03
4.669891485709120360e+01,3.585295000237928575e-01,1.820933376545862473e-03
4.778493613283750818e+01,3.526913566019577728e-01,1.822985665830754737e-03
4.887095740858381276e+01,3.470652444493935174e-01,1.822376537076710263e-03
4.995697868433012445e+01,3.416372439560567686e-01,1.822425549102695734e-03
5.104299996007642903e+01,3.364148004947612458e-01,1.819933394049883793e-03
5.212902123582273362e+01,3.313862604384935628e-01,1.819705523445988397e-03
5.321504251156904530e+01,3.265360856179028159e-01,1.819314400202274142e-03
5.430106378731534988e+01,3.218547265330751195e-01,1.820524393866523828e-03
5.538708506306166157e+01,3.173256738790748432e-01,1.822078445799860547e-03
5.647310633880796615e+01,3.129626854100150402e-01,1.821425585988217582e-03
5.755912761455427074e+01,3.087531363632979864e-01,1.821329551220944760e-03
5.864514889030058242e+01,3.047023679846379007e-01,1.824072976855402491e-03
5.973117016604688700e+01,3.008126462570653858e-01,1.826467971732406151e-03
6.081719144179319159e+01,2.970639010451684991e-01,1.828583551129932651e-03
6.190321271753950327e+01,2.934621210183845363e-01,1.833271923224954851e-03
6.298923399328580786e+01,2.899987278123843937e-01,1.840273403030728925e-03
6.407525526903211244e+01,2.866732358593756524e-01,1.848076100067635313e-03
6.516127654477841702e+01,2.834671935832539513e-01,1.857566944310415184e-03
6.624729782052472160e+01,2.803878845009026288e-01,1.867275964006805426e-03
