#tau, F(tau), dF(tau)
0.000000000000000000e+00,1.016611876776585266e+00,1.976357838746375505e-04
2.715053189365767561e-01,9.820683520136370692e-01,1.975598774220199249e-04
5.430106378731535122e-01,9.491207962821980315e-01,1.973679792792252250e-04
8.145159568097302127e-01,9.176859091082846254e-01,1.970857152554118656e-04
1.086021275746307024e+00,8.876834097852570604e-01,1.967277690833382222e-04
1.357526594682883836e+00,8.590365717051308136e-01,1.963245195453526483e-04
1.629031913619460425e+00,8.316755696494919636e-01,1.959247645783855380e-04
1.900537232556037237e+00,8.055322253756129758e-01,1.954900862198860351e-04
2.172042551492614049e+00,7.805448746167346075e-01,1.950168570998959440e-04
2.443547870429190638e+00,7.566559527654566075e-01,1.945227227907672120e-04
2.715053189365767672e+00,7.338131168759134404e-01,1.939965654749115965e-04
2.986558508302344261e+00,7.119592833324579484e-01,1.934529475078631481e-04
3.258063827238920851e+00,6.910445066617784127e-01,1.929122569646811404e-04
3.529569146175497885e+00,6.710264240291685667e-01,1.923582476322360910e-04
3.801074465112074474e+00,6.518562540736684285e-01,1.917954735141272436e-04
4.072579784048651064e+00,6.334980075692973056e-01,1.912518909335411102e-04
4.344085102985228097e+00,6.159105054451210481e-01,1.907315255637226424e-04
4.615590421921805131e+00,5.990545103770948954e-01,1.901741954941413412e-04
4.887095740858381276e+00,5.828969780440496073e-01,1.896334784593404848e-04
5.158601059794958310e+00,5.674051401804072192e-01,1.890813341483532075e-04
5.430106378731535344e+00,5.525446723157168005e-01,1.885854044679862146e-04
5.701611697668111489e+00,5.382877798637928368e-01,1.881195259802419652e-04
5.973117016604688523e+00,5.246065100913582802e-01,1.876827218691618545e-04
6.244622335541265556e+00,5.114754059947578257e-01,1.872674635522841445e-04
6.516127654477841702e+00,4.988657886741614811e-01,1.868728567113711245e-04
6.787632973414418736e+00,4.867543852402560489e-01,1.864558181077571603e-04
7.059138292350995769e+00,4.751179115743480175e-01,1.860635373067647924e-04
7.330643611287572803e+00,4.639406053705406041e-01,1.857010604913351156e-04
7.602148930224148948e+00,4.531979921959028990e-01,1.853688044101182866e-04
7.873654249160725982e+00,4.428728358884603811e-01,1.850803848311923948e-04
8.145159568097302127e+00,4.329460193651473165e-01,1.848266322723239835e-04
8.416664887033880049e+00,4.234004178220095449e-01,1.845595892691303912e-04
8.688170205970456195e+00,4.142212365513623928e-01,1.842940263663471153e-04
8.959675524907032340e+00,4.053916866948579223e-01,1.840155350295768957e-04
9.231180843843610262e+00,3.968981953948972352e-01,1.837490385634021515e-04
9.502686162780186407e+00,3.887244093059022410e-01,1.834913984298749035e-04
9.774191481716762553e+00,3.808576854564897918e-01,1.832508836735282406e-04
1.004569680065334047e+01,3.732842255592627723e-01,1.830401793399461419e-04
1.031720211958991662e+01,3.659945374196109102e-01,1.828402282114862797e-04
1.058870743852649277e+01,3.589742255342984190e-01,1.826520303281527755e-04
1.086021275746307069e+01,3.522130803385045139e-01,1.824653686030457188e-04
1.113171807639964683e+01,3.457004641473179207e-01,1.823073261571703241e-04
1.140322339533622298e+01,3.394255752333001364e-01,1.821725029052704095e-04
1.167472871427280090e+01,3.333838347233253341e-01,1.820727202299645634e-04
1.194623403320937705e+01,3.275632716307995684e-01,1.819666292405243088e-04
1.221773935214595319e+01,3.219550213898537128e-01,1.818928621136690405e-04
1.248924467108253111e+01,3.165518053037589263e-01,1.818468527971157413e-04
1.276074999001910726e+01,3.113450998990501262e-01,1.817858674961767896e-04
1.303225530895568340e+01,3.063256340127399335e-01,1.817308518965044396e-04
1.330376062789226133e+01,3.014910407723319086e-01,1.817059583918241767e-04
1.357526594682883747e+01,2.968329904111619011e-01,1.817009151882025908e-04
1.384677126576541539e+01,2.923443013666343626e-01,1.817327081169295823e-04
1.411827658470199154e+01,2.880216058542169333e-01,1.817653277461426359e-04
1.438978190363856768e+01,2.838588628419728699e-01,1.818112017978906108e-04
