#tau, F(tau), dF(tau)
0.000000000000000000e+00,1.016489008602822430e+00,4.618682159749587187e-04
2.715053189365767561e-01,9.819456640404168324e-01,4.616833243478926240e-04
5.430106378731535122e-01,9.489982802434649978e-01,4.612136644976024815e-04
8.145159568097302127e-01,9.175647904166610580e-01,4.605827289825432914e-04
1.086021275746307024e+00,8.875620002578116230e-01,4.597850761115343282e-04
1.357526594682883836e+00,8.589184392926174638e-01,4.588560991572046902e-04
1.629031913619460425e+00,8.315598883981343281e-01,4.579041953621634841e-04
1.900537232556037237e+00,8.054207894993997696e-01,4.569254569195524938e-04
2.172042551492614049e+00,7.804361903460501626e-01,4.560078787084782402e-04
2.443547870429190638e+00,7.565484590683021482e-01,4.550495286259340012e-04
2.715053189365767672e+00,7.337033070506427945e-01,4.539846221318704841e-04
2.986558508302344261e+00,7.118452564663075854e-01,4.529175087053542085e-04
3.258063827238920851e+00,6.909261723070621031e-01,4.519024991096782943e-04
3.529569146175497885e+00,6.709036019750329594e-01,4.508615858118847786e-04
3.801074465112074474e+00,6.517314018298819844e-01,4.498426874191395627e-04
4.072579784048651064e+00,6.333657225114653899e-01,4.487853175883273205e-04
4.344085102985228097e+00,6.157694965294669975e-01,4.475504090472251376e-04
4.615590421921805131e+00,5.989067221961008602e-01,4.462839141041396139e-04
4.887095740858381276e+00,5.827452627601524826e-01,4.451011290682623639e-04
5.158601059794958310e+00,5.672515342227505419e-01,4.439939651823055552e-04
5.430106378731535344e+00,5.523908587350541133e-01,4.429712074388393920e-04
5.701611697668111489e+00,5.381340557455110973e-01,4.419602902764248353e-04
5.973117016604688523e+00,5.244504918454324649e-01,4.412047471295626436e-04
6.244622335541265556e+00,5.113193109620255417e-01,4.404390327081984433e-04
6.516127654477841702e+00,4.987114559524569724e-01,4.396927568886118353e-04
6.787632973414418736e+00,4.866017233914822215e-01,4.385670075121692762e-04
7.059138292350995769e+00,4.749684662686392556e-01,4.374362204053441807e-04
7.330643611287572803e+00,4.637965838448339650e-01,4.362823726203702364e-04
7.602148930224148948e+00,4.530589093743613294e-01,4.351971424317577003e-04
7.873654249160725982e+00,4.427395287425067716e-01,4.342148576021101361e-04
8.145159568097302127e+00,4.328187863067038399e-01,4.332345438714714113e-04
8.416664887033880049e+00,4.232776939533430816e-01,4.321706037980521968e-04
8.688170205970456195e+00,4.141002365969443932e-01,4.310588358209945068e-04
8.959675524907032340e+00,4.052779831784945053e-01,4.299864433748029494e-04
9.231180843843610262e+00,3.967982562572983651e-01,4.288885277245147939e-04
9.502686162780186407e+00,3.886358748460614354e-01,4.278488768907167100e-04
9.774191481716762553e+00,3.807775500700005811e-01,4.270137010845264920e-04
1.004569680065334047e+01,3.732077206511359990e-01,4.263542485241293267e-04
1.031720211958991662e+01,3.659186208156171571e-01,4.260568325030402608e-04
1.058870743852649277e+01,3.588989665193278444e-01,4.256859390318260125e-04
1.086021275746307069e+01,3.521302851605171980e-01,4.252880894442793601e-04
1.113171807639964683e+01,3.456135909344406065e-01,4.250252357989121790e-04
1.140322339533622298e+01,3.393329708482811236e-01,4.247750598434009168e-04
1.167472871427280090e+01,3.332913917597312148e-01,4.247438394725469731e-04
1.194623403320937705e+01,3.274684990841389975e-01,4.246457924228818400e-04
1.221773935214595319e+01,3.218597003344711993e-01,4.246617819800880557e-04
1.248924467108253111e+01,3.164540278416788643e-01,4.247348008741439829e-04
1.276074999001910726e+01,3.112438633614226791e-01,4.247783769375438451e-04
1.303225530895568340e+01,3.062217597387146273e-01,4.246077702180042529e-04
1.330376062789226133e+01,3.013834335692568978e-01,4.246828884980055944e-04
1.357526594682883747e+01,2.967208801150529873e-01,4.246506456343146691e-04
1.384677126576541539e+01,2.922242867004338773e-01,4.247086021699690399e-04
1.411827658470199154e+01,2.878962544445368144e-01,4.243880578967121537e-04
1.438978190363856768e+01,2.837310986932025658e-01,4.240216309758261786e-04
1.466128722257514561e+01,2.797193601684462294e-01,4.237190518767511315e-04
1.493279254151172175e+01,2.758608717075537453e-01,4.234731180268370586e-04
